date,HF_Rates,HF_Credit,HF_FX,HF_Liquidity,HF_Growth,HF_Inflation,Raw_Growth,Raw_Inflation,Raw_Liquidity,Raw_Credit,Raw_Rates,Raw_FX
2025-07-25,-0.1442073507148851,0.02218772871326724,0.07808388261751498,0.5335160214840027,0.05562939597909767,0.35326207924088926,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-26,-0.1442073507148851,0.02218772871326724,0.07808388261751498,0.5335160214840027,0.05562939597909767,0.34975265186444465,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-27,-0.1442073507148851,0.02218772871326724,0.07808388261751498,0.5335160214840027,0.05562939597909767,0.3494116777438388,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-28,-0.14614024516747803,0.0236161520640914,0.08821240942380304,0.534461952687146,0.05421676027499133,0.3308732563878892,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-29,-0.1448267103687355,0.021563487164975026,0.09076730935688904,0.554338251030903,0.05350640977049132,0.34870481990777447,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-30,-0.1449668535230737,0.02279295406976123,0.10016196582999948,0.5389964457614685,0.04249992842213353,0.35484107686357147,-0.23369711701617388,-1.3009246424458336,0.2558154986574967,-1.2717546799815345,-1.7929934787911834,-0.40081598643021854
2025-07-31,-0.14747582190155106,0.02427521346540573,0.10169480157612987,0.5252821960140631,0.03060683788173772,0.3389562619494072,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-01,-0.14717549919630457,0.02353234084658462,0.0934221543290108,0.5302860178412517,0.029571164720117667,0.33666843379893674,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-02,-0.14717549919630457,0.02353234084658462,0.0934221543290108,0.5302860178412517,0.029571164720117667,0.33666843379893674,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-03,-0.14717549919630457,0.02353234084658462,0.0934221543290108,0.5302860178412517,0.029571164720117667,0.3373839921508627,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-04,-0.1471074811753078,0.02338812423481751,0.08982122232307987,0.5476996876191829,0.03099729916335209,0.32650689740889205,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-05,-0.1477366906671126,0.023717012640245505,0.08980097612936422,0.5541935219793938,0.03499955576761859,0.3276494960903426,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
